"zone","state","lga","sector","ea","hhid","indiv","s4bq1","s4bq8","s4bq9","s4bq9_os","s4bq14","s4bq15__1","s4bq15__2","s4bq15__3","s4bq15__4","s4bq15__5","s4bq15__6","s4bq15__n96","s4bq15_os"
3,18,1820,2,450,180097,10,2,,,,,,,,,,,,
3,18,1820,2,450,180097,11,2,,,,,,,,,,,,
3,18,1820,2,450,180097,12,2,,,,,,,,,,,,
3,18,1820,2,450,180098,1,1,1,1,,2,,,,,,,,
3,18,1820,2,450,180098,2,1,2,,,2,,,,,,,,
3,18,1820,2,450,180098,3,1,2,,,2,,,,,,,,
3,18,1820,2,450,180098,4,1,2,,,2,,,,,,,,
3,18,1820,2,450,180098,5,2,,,,,,,,,,,,
3,18,1820,2,450,180098,6,1,2,,,2,,,,,,,,
3,18,1820,2,450,180098,8,2,,,,,,,,,,,,
3,18,1820,2,450,180098,9,2,,,,,,,,,,,,
3,18,1820,2,450,180098,10,2,,,,,,,,,,,,
3,18,1820,2,450,180099,1,1,2,,,2,,,,,,,,
3,18,1820,2,450,180099,2,1,1,1,,2,,,,,,,,
3,18,1820,2,450,180099,3,1,1,1,,2,,,,,,,,
3,18,1820,2,450,180099,4,1,1,1,,1,1,0,0,0,0,0,0,
3,18,1820,2,450,180099,6,1,1,1,,2,,,,,,,,
3,18,1820,2,450,180099,7,1,1,1,,1,1,0,0,0,0,0,0,
3,18,1820,2,450,180099,8,1,1,1,,1,1,0,0,0,0,0,0,
3,18,1820,2,450,180099,9,1,1,1,,2,,,,,,,,
3,18,1820,2,450,180099,10,1,1,1,,2,,,,,,,,
3,18,1820,2,450,180099,11,1,2,,,2,,,,,,,,
3,18,1820,2,450,180099,12,1,2,,,2,,,,,,,,
3,18,1820,2,450,180099,13,1,2,,,2,,,,,,,,
3,18,1820,2,450,180099,14,1,2,,,2,,,,,,,,
3,18,1820,2,450,180099,15,1,1,1,,2,,,,,,,,
3,18,1820,2,450,180100,2,1,1,1,,2,,,,,,,,
3,18,1820,2,450,180100,4,1,2,,,2,,,,,,,,
3,18,1820,2,450,180100,5,1,2,,,2,,,,,,,,
3,18,1820,2,450,180100,6,1,2,,,2,,,,,,,,
3,18,1820,2,450,180100,7,2,,,,,,,,,,,,
3,18,1820,2,450,180100,8,2,,,,,,,,,,,,
3,18,1802,2,1040,189003,1,1,1,1,,2,,,,,,,,
3,18,1802,2,1040,189003,2,1,1,1,,2,,,,,,,,
3,18,1802,2,1040,189003,3,2,,,,,,,,,,,,
3,18,1802,2,1040,189003,4,2,,,,,,,,,,,,
3,18,1802,2,1040,189003,5,1,2,,,2,,,,,,,,
3,18,1802,2,1040,189003,6,1,1,1,,2,,,,,,,,
3,18,1802,2,1040,189003,7,1,1,3,,2,,,,,,,,
3,18,1802,2,1040,189003,8,1,2,,,2,,,,,,,,
3,18,1802,2,1040,189005,1,1,1,1,,2,,,,,,,,
3,18,1802,2,1040,189005,2,1,1,1,,2,,,,,,,,
3,18,1802,2,1040,189005,3,2,,,,,,,,,,,,
3,18,1802,2,1040,189006,1,1,1,1,,1,1,0,0,0,1,0,0,
3,18,1802,2,1040,189006,2,1,1,1,,1,1,0,0,0,1,0,0,
3,18,1802,2,1040,189006,3,2,,,,,,,,,,,,
3,18,1802,2,1040,189006,4,2,,,,,,,,,,,,
3,18,1802,2,1040,189007,1,1,1,1,,2,,,,,,,,
3,18,1802,2,1040,189007,2,1,1,1,,2,,,,,,,,
3,18,1802,2,1040,189007,3,1,1,1,,1,1,0,0,0,1,0,0,
3,18,1802,2,1040,189007,4,1,1,3,,1,0,0,1,0,0,0,0,
3,18,1802,2,1040,189007,5,2,,,,,,,,,,,,
3,18,1802,2,1040,189007,6,2,,,,,,,,,,,,
3,18,1802,2,1040,189008,1,1,1,1,,1,1,0,0,0,0,0,0,
3,18,1802,2,1040,189008,2,1,2,,,2,,,,,,,,
3,18,1802,2,1040,189009,1,1,1,2,,1,1,0,0,0,0,0,0,
3,18,1802,2,1040,189009,2,1,1,2,,1,1,0,0,0,0,0,0,
3,18,1802,2,1040,189009,3,2,,,,,,,,,,,,
3,18,1802,2,1040,189009,4,2,,,,,,,,,,,,
3,18,1802,2,1040,189009,5,2,,,,,,,,,,,,
3,18,1802,2,1040,189010,1,1,1,1,,2,,,,,,,,
3,18,1802,2,1040,189010,2,1,2,,,2,,,,,,,,
3,18,1802,2,1040,189010,3,1,1,1,,2,,,,,,,,
3,18,1802,2,1040,189010,4,1,1,1,,2,,,,,,,,
3,18,1802,2,1040,189010,5,1,1,1,,2,,,,,,,,
3,18,1802,2,1040,189010,6,1,1,1,,2,,,,,,,,
3,18,1802,2,1040,189010,7,1,1,1,,1,1,0,0,0,0,0,0,
3,18,1802,2,1040,189010,8,1,1,1,,2,,,,,,,,
3,18,1802,2,1040,189010,9,1,1,1,,2,,,,,,,,
3,18,1802,2,1040,189010,10,1,1,1,,2,,,,,,,,
3,18,1802,2,1040,189011,1,1,1,1,,1,1,0,0,0,1,0,0,
3,18,1802,2,1040,189011,2,1,1,2,,1,0,0,0,0,1,0,0,
3,18,1802,2,1040,189011,3,1,1,1,,2,,,,,,,,
3,18,1802,2,1040,189012,1,1,1,1,,2,,,,,,,,
3,18,1802,2,1040,189012,2,1,1,1,,2,,,,,,,,
3,18,1802,2,1040,189012,3,1,2,,,2,,,,,,,,
3,18,1802,2,1040,189012,4,1,2,,,2,,,,,,,,
3,18,1802,2,1040,189012,5,2,,,,,,,,,,,,
3,18,1802,2,1554,189014,1,1,1,1,,2,,,,,,,,
3,18,1802,2,1554,189014,2,1,1,3,,2,,,,,,,,
3,18,1802,2,1554,189014,3,1,2,,,2,,,,,,,,
3,18,1802,2,1554,189014,4,1,2,,,2,,,,,,,,
3,18,1802,2,1554,189014,5,2,,,,,,,,,,,,
3,18,1802,2,1554,189014,6,2,,,,,,,,,,,,
3,18,1802,2,1554,189015,1,1,1,1,,2,,,,,,,,
3,18,1802,2,1554,189015,2,1,2,,,2,,,,,,,,
3,18,1802,2,1554,189015,3,2,,,,,,,,,,,,
3,18,1802,2,1554,189015,4,2,,,,,,,,,,,,
3,18,1802,2,1554,189016,1,1,1,1,,2,,,,,,,,
3,18,1802,2,1554,189016,2,1,2,,,1,0,1,0,0,0,0,0,
3,18,1802,2,1554,189016,3,2,,,,,,,,,,,,
3,18,1802,2,1554,189016,4,1,2,,,1,0,1,0,0,0,0,0,
3,18,1802,2,1554,189016,5,2,,,,,,,,,,,,
3,18,1802,2,1554,189016,6,2,,,,,,,,,,,,
3,18,1802,2,1554,189017,1,1,1,1,,2,,,,,,,,
3,18,1802,2,1554,189017,2,1,1,1,,2,,,,,,,,
3,18,1802,2,1554,189017,3,1,2,,,2,,,,,,,,
3,18,1802,2,1554,189017,4,1,1,3,,2,,,,,,,,
3,18,1802,2,1554,189017,5,1,1,3,,2,,,,,,,,
3,18,1802,2,1554,189017,6,1,2,,,2,,,,,,,,
3,18,1802,2,1554,189017,7,2,,,,,,,,,,,,
3,18,1802,2,1554,189017,8,1,1,3,,2,,,,,,,,
3,18,1802,2,1554,189018,1,1,1,1,,2,,,,,,,,
3,18,1802,2,1554,189018,2,1,2,,,1,0,1,0,0,0,0,0,
3,18,1802,2,1554,189018,3,1,2,,,2,,,,,,,,
3,18,1802,2,1554,189018,4,1,2,,,2,,,,,,,,
3,18,1802,2,1554,189018,5,2,,,,,,,,,,,,
3,18,1802,2,1554,189018,6,2,,,,,,,,,,,,
3,18,1802,2,1554,189018,7,1,2,,,1,0,1,0,0,0,0,0,
3,18,1802,2,1554,189018,8,2,,,,,,,,,,,,
3,18,1802,2,1554,189018,9,2,,,,,,,,,,,,
3,18,1802,2,1554,189018,10,2,,,,,,,,,,,,
3,18,1802,2,1554,189018,11,2,,,,,,,,,,,,
3,18,1802,2,1554,189018,12,2,,,,,,,,,,,,
3,18,1802,2,1554,189019,1,1,1,1,,2,,,,,,,,
3,18,1802,2,1554,189019,2,1,2,,,2,,,,,,,,
3,18,1802,2,1554,189019,3,1,2,,,2,,,,,,,,
3,18,1802,2,1554,189019,4,1,2,,,2,,,,,,,,
3,18,1802,2,1554,189019,5,1,2,,,2,,,,,,,,
3,18,1802,2,1554,189019,6,1,2,,,2,,,,,,,,
3,18,1802,2,1554,189019,7,1,2,,,2,,,,,,,,
3,18,1802,2,1554,189020,1,1,2,,,2,,,,,,,,
3,18,1802,2,1554,189020,2,1,2,,,2,,,,,,,,
3,18,1802,2,1554,189020,3,1,2,,,2,,,,,,,,
3,18,1802,2,1554,189020,4,1,2,,,2,,,,,,,,
3,18,1802,2,1554,189020,5,1,2,,,2,,,,,,,,
3,18,1802,2,1554,189020,6,1,2,,,2,,,,,,,,
3,18,1802,2,1554,189020,7,1,2,,,2,,,,,,,,
3,18,1802,2,1554,189021,1,1,1,1,,2,,,,,,,,
3,18,1802,2,1554,189021,2,1,2,,,1,0,1,0,0,0,0,0,
3,18,1802,2,1554,189021,3,1,2,,,1,0,1,0,0,0,0,0,
3,18,1802,2,1554,189021,4,1,2,,,1,0,1,0,0,0,0,0,
3,18,1802,2,1554,189021,5,1,2,,,2,,,,,,,,
3,18,1802,2,1554,189021,6,1,2,,,1,0,1,0,0,0,0,0,
3,18,1802,2,1554,189021,7,1,2,,,1,0,1,0,0,0,0,0,
3,18,1802,2,1554,189021,8,1,2,,,2,,,,,,,,
3,18,1802,2,1554,189023,1,1,2,,,2,,,,,,,,
3,18,1802,2,1554,189023,2,1,2,,,2,,,,,,,,
3,18,1802,2,1554,189023,3,1,2,,,2,,,,,,,,
3,18,1802,2,1554,189023,4,1,2,,,2,,,,,,,,
3,18,1802,2,1554,189023,5,1,1,1,,2,,,,,,,,
3,18,1802,2,1554,189023,6,2,,,,,,,,,,,,
3,18,1802,2,1554,189023,7,2,,,,,,,,,,,,
3,18,1802,2,1554,189023,8,1,2,,,2,,,,,,,,
3,18,1802,2,1554,189023,9,2,,,,,,,,,,,,
3,18,1802,2,1554,189023,10,2,,,,,,,,,,,,
3,18,1802,2,1554,189023,11,2,,,,,,,,,,,,
3,18,1802,2,1554,189023,12,2,,,,,,,,,,,,
3,18,1802,2,1554,189023,13,2,,,,,,,,,,,,
3,18,1802,2,1554,189023,14,2,,,,,,,,,,,,
3,18,1802,2,1554,189023,15,2,,,,,,,,,,,,
3,18,1802,2,1554,189023,16,2,,,,,,,,,,,,
3,18,1802,2,1554,189024,1,1,2,,,2,,,,,,,,
3,18,1802,2,1554,189024,2,1,2,,,2,,,,,,,,
3,18,1802,2,1554,189024,3,2,,,,,,,,,,,,
3,18,1802,2,1554,189024,4,2,,,,,,,,,,,,
3,18,1802,1,3204,189025,1,1,1,1,,1,1,0,0,0,0,0,0,
3,18,1802,1,3204,189025,2,1,1,1,,1,1,0,0,0,0,0,0,
3,18,1802,1,3204,189025,3,1,1,1,,1,1,0,0,0,0,0,0,
3,18,1802,1,3204,189025,4,1,2,,,2,,,,,,,,
3,18,1802,1,3204,189025,5,1,2,,,2,,,,,,,,
3,18,1802,1,3204,189025,6,2,,,,,,,,,,,,
3,18,1802,1,3204,189025,7,2,,,,,,,,,,,,
3,18,1802,1,3204,189028,1,1,1,1,,2,,,,,,,,
3,18,1802,1,3204,189028,2,1,2,,,2,,,,,,,,
3,18,1802,1,3204,189028,3,2,,,,,,,,,,,,
3,18,1802,1,3204,189029,1,1,1,1,,1,1,0,0,0,0,0,0,
3,18,1802,1,3204,189029,2,1,1,1,,1,1,0,0,0,0,0,0,
3,18,1802,1,3204,189029,3,1,1,1,,1,1,0,0,0,0,0,0,
3,18,1802,1,3204,189029,4,1,1,2,,1,0,0,1,0,0,0,0,
3,18,1802,1,3204,189031,1,1,1,1,,2,,,,,,,,
3,18,1802,1,3204,189031,2,1,1,1,,2,,,,,,,,
3,18,1802,1,3204,189031,3,1,2,,,2,,,,,,,,
3,18,1802,1,3204,189031,4,1,2,,,2,,,,,,,,
3,18,1802,1,3204,189031,5,1,2,,,2,,,,,,,,
3,18,1802,1,3204,189031,6,2,,,,,,,,,,,,
3,18,1802,1,3204,189032,1,1,1,1,,1,1,0,0,0,0,0,0,
3,18,1802,1,3204,189032,2,1,1,1,,1,1,0,0,0,0,0,0,
3,18,1802,1,3204,189032,3,1,1,1,,1,1,0,0,0,0,0,0,
3,18,1802,1,3204,189032,4,1,1,1,,1,1,0,0,0,0,0,0,
3,18,1802,1,3204,189032,5,1,1,1,,1,1,0,0,0,0,0,0,
3,18,1802,1,3204,189032,6,1,2,,,2,,,,,,,,
3,18,1802,1,3204,189033,1,1,1,2,,1,1,0,0,0,0,0,0,
3,18,1802,1,3204,189033,2,1,1,2,,1,1,0,0,0,0,0,0,
3,18,1802,1,3204,189033,3,2,,,,,,,,,,,,
3,18,1802,1,3204,189033,4,1,2,,,2,,,,,,,,
3,18,1802,1,3204,189033,5,1,2,,,2,,,,,,,,
3,18,1802,1,3204,189033,6,2,,,,,,,,,,,,
3,18,1802,1,3204,189033,7,2,,,,,,,,,,,,
3,18,1802,1,3204,189034,1,1,1,1,,1,1,0,0,0,0,0,0,
3,18,1802,1,3204,189034,2,1,1,1,,1,1,0,0,0,0,0,0,
3,18,1802,1,3204,189034,3,2,,,,,,,,,,,,
3,18,1802,1,3204,189034,4,2,,,,,,,,,,,,
3,18,1802,1,3204,189034,5,1,2,,,2,,,,,,,,
3,18,1802,1,3204,189035,1,1,1,1,,1,1,0,0,0,0,0,0,
3,18,1802,1,3204,189035,2,1,1,1,,1,1,0,0,0,0,0,0,
3,18,1802,1,3204,189035,3,2,,,,,,,,,,,,
3,18,1802,1,3204,189036,1,1,1,1,,1,1,0,0,0,1,0,0,
3,18,1802,1,3204,189036,2,1,1,2,,1,1,0,0,0,1,0,0,
3,18,1805,2,674,189037,1,1,1,1,,1,0,0,0,0,1,0,0,
3,18,1805,2,674,189037,2,1,1,2,,2,,,,,,,,
3,18,1805,2,674,189037,3,1,1,2,,1,0,0,0,0,1,0,0,
3,18,1805,2,674,189037,4,2,,,,,,,,,,,,
3,18,1805,2,674,189037,5,1,1,2,,1,0,0,0,0,1,0,0,
3,18,1805,2,674,189038,1,1,1,1,,2,,,,,,,,
3,18,1805,2,674,189038,2,1,1,1,,2,,,,,,,,
3,18,1805,2,674,189038,3,1,2,,,2,,,,,,,,
3,18,1805,2,674,189038,4,2,,,,,,,,,,,,
3,18,1805,2,674,189038,5,2,,,,,,,,,,,,
3,18,1805,2,674,189038,6,1,1,1,,2,,,,,,,,
3,18,1805,2,674,189038,7,1,1,1,,2,,,,,,,,
3,18,1805,2,674,189038,8,1,2,,,2,,,,,,,,
3,18,1805,2,674,189038,9,2,,,,,,,,,,,,
3,18,1805,2,674,189038,10,1,2,,,2,,,,,,,,
3,18,1805,2,674,189039,1,1,1,1,,1,1,0,0,0,0,0,0,
3,18,1805,2,674,189039,2,1,2,,,2,,,,,,,,
3,18,1805,2,674,189039,3,2,,,,,,,,,,,,
3,18,1805,2,674,189039,4,2,,,,,,,,,,,,
3,18,1805,2,674,189039,5,2,,,,,,,,,,,,
3,18,1805,2,674,189040,1,1,1,1,,2,,,,,,,,
3,18,1805,2,674,189040,2,1,2,,,2,,,,,,,,
3,18,1805,2,674,189040,3,1,2,,,2,,,,,,,,
3,18,1805,2,674,189040,4,1,2,,,2,,,,,,,,
3,18,1805,2,674,189040,5,1,2,,,2,,,,,,,,
3,18,1805,2,674,189040,6,1,2,,,2,,,,,,,,
3,18,1805,2,674,189040,7,1,2,,,2,,,,,,,,
3,18,1805,2,674,189040,8,1,2,,,2,,,,,,,,
3,18,1805,2,674,189040,9,1,2,,,2,,,,,,,,
3,18,1805,2,674,189040,10,1,2,,,2,,,,,,,,
3,18,1805,2,674,189040,11,2,,,,,,,,,,,,
3,18,1805,2,674,189040,12,2,,,,,,,,,,,,
3,18,1805,2,674,189040,13,2,,,,,,,,,,,,
3,18,1805,2,674,189040,14,2,,,,,,,,,,,,
3,18,1805,2,674,189040,15,1,1,1,,2,,,,,,,,
3,18,1805,2,674,189041,1,1,1,2,,2,,,,,,,,
3,18,1805,2,674,189041,2,1,1,2,,2,,,,,,,,
3,18,1805,2,674,189041,3,2,,,,,,,,,,,,
3,18,1805,2,674,189042,1,1,2,,,2,,,,,,,,
3,18,1805,2,674,189042,2,1,2,,,2,,,,,,,,
3,18,1805,2,674,189042,3,1,1,1,,2,,,,,,,,
3,18,1805,2,674,189043,1,1,1,1,,2,,,,,,,,
3,18,1805,2,674,189043,2,1,2,,,2,,,,,,,,
3,18,1805,2,674,189043,3,1,2,,,2,,,,,,,,
3,18,1805,2,674,189043,4,1,2,,,2,,,,,,,,
3,18,1805,2,674,189043,5,1,2,,,2,,,,,,,,
3,18,1805,2,674,189043,6,2,,,,,,,,,,,,
3,18,1805,2,674,189043,7,2,,,,,,,,,,,,
3,18,1805,2,674,189045,1,1,1,1,,2,,,,,,,,
3,18,1805,2,674,189045,2,1,1,2,,2,,,,,,,,
3,18,1805,2,674,189045,3,1,1,2,,2,,,,,,,,
3,18,1805,2,674,189045,4,1,1,2,,2,,,,,,,,
3,18,1805,2,674,189045,5,1,1,2,,2,,,,,,,,
3,18,1805,2,674,189045,6,1,1,2,,2,,,,,,,,
3,18,1805,2,674,189045,7,2,,,,,,,,,,,,
3,18,1805,2,674,189045,8,2,,,,,,,,,,,,
3,18,1805,2,674,189045,9,2,,,,,,,,,,,,
3,18,1805,2,674,189045,10,2,,,,,,,,,,,,
3,18,1805,2,674,189047,1,1,1,3,,2,,,,,,,,
3,18,1805,2,674,189047,2,1,1,3,,2,,,,,,,,
3,18,1805,2,674,189047,3,2,,,,,,,,,,,,
3,18,1805,2,674,189047,4,2,,,,,,,,,,,,
3,18,1805,2,674,189047,5,1,1,3,,2,,,,,,,,
3,18,1805,2,674,189048,1,1,1,2,,2,,,,,,,,
3,18,1805,2,674,189048,2,1,1,2,,2,,,,,,,,
3,18,1805,2,674,189048,3,1,2,,,2,,,,,,,,
3,18,1805,2,674,189048,4,1,1,2,,2,,,,,,,,
3,18,1805,2,674,189048,5,1,1,2,,2,,,,,,,,
3,18,1805,2,674,189048,6,2,,,,,,,,,,,,
3,18,1805,2,674,189048,7,2,,,,,,,,,,,,
3,18,1805,2,674,189048,8,2,,,,,,,,,,,,
3,18,1805,2,674,189048,9,2,,,,,,,,,,,,
3,18,1805,2,674,189048,10,2,,,,,,,,,,,,
3,18,1805,2,674,189048,11,1,1,2,,2,,,,,,,,
3,18,1805,2,674,189048,12,1,1,2,,2,,,,,,,,
3,18,1805,2,674,189048,13,1,1,1,,2,,,,,,,,
3,18,1805,2,792,189049,1,1,1,1,,2,,,,,,,,
3,18,1805,2,792,189049,2,1,2,,,2,,,,,,,,
3,18,1805,2,792,189049,3,1,2,,,2,,,,,,,,
3,18,1805,2,792,189049,4,1,2,,,2,,,,,,,,
3,18,1805,2,792,189049,5,2,,,,,,,,,,,,
3,18,1805,2,792,189049,6,2,,,,,,,,,,,,
3,18,1805,2,792,189049,7,2,,,,,,,,,,,,
3,18,1805,2,792,189051,1,1,1,1,,2,,,,,,,,
3,18,1805,2,792,189051,2,1,2,,,2,,,,,,,,
3,18,1805,2,792,189051,3,2,,,,,,,,,,,,
3,18,1805,2,792,189051,4,2,,,,,,,,,,,,
3,18,1805,2,792,189052,1,1,1,1,,1,0,0,0,0,1,0,0,
3,18,1805,2,792,189052,2,1,1,2,,1,0,0,0,0,1,0,0,
3,18,1805,2,792,189052,3,2,,,,,,,,,,,,
3,18,1805,2,792,189052,4,2,,,,,,,,,,,,
3,18,1805,2,792,189052,5,2,,,,,,,,,,,,
3,18,1805,2,792,189053,1,1,2,,,2,,,,,,,,
3,18,1805,2,792,189053,2,1,2,,,2,,,,,,,,
3,18,1805,2,792,189053,3,1,2,,,2,,,,,,,,
3,18,1805,2,792,189053,4,1,2,,,2,,,,,,,,
3,18,1805,2,792,189053,5,1,2,,,2,,,,,,,,
3,18,1805,2,792,189053,6,1,2,,,2,,,,,,,,
3,18,1805,2,792,189053,7,1,2,,,2,,,,,,,,
3,18,1805,2,792,189053,8,1,2,,,2,,,,,,,,
3,18,1805,2,792,189053,9,1,2,,,2,,,,,,,,
3,18,1805,2,792,189053,10,1,2,,,2,,,,,,,,
3,18,1805,2,792,189053,11,1,2,,,2,,,,,,,,
3,18,1805,2,792,189054,1,1,2,,,2,,,,,,,,
3,18,1805,2,792,189054,2,1,2,,,2,,,,,,,,
3,18,1805,2,792,189054,3,1,1,1,,2,,,,,,,,
3,18,1805,2,792,189054,4,1,2,,,2,,,,,,,,
3,18,1805,2,792,189054,5,1,2,,,2,,,,,,,,
3,18,1805,2,792,189054,6,1,2,,,2,,,,,,,,
3,18,1805,2,792,189054,7,2,,,,,,,,,,,,
3,18,1805,2,792,189055,1,1,2,,,2,,,,,,,,
3,18,1805,2,792,189055,2,1,2,,,2,,,,,,,,
3,18,1805,2,792,189055,3,1,2,,,2,,,,,,,,
3,18,1805,2,792,189055,4,1,2,,,2,,,,,,,,
3,18,1805,2,792,189056,1,1,1,1,,2,,,,,,,,
3,18,1805,2,792,189056,2,1,2,,,1,0,1,0,0,0,0,0,
3,18,1805,2,792,189056,3,2,,,,,,,,,,,,
3,18,1805,2,792,189057,1,1,1,1,,2,,,,,,,,
3,18,1805,2,792,189057,2,1,1,2,,2,,,,,,,,
3,18,1805,2,792,189057,3,1,1,2,,2,,,,,,,,
3,18,1805,2,792,189057,4,1,1,2,,2,,,,,,,,
3,18,1805,2,792,189057,5,2,,,,,,,,,,,,
3,18,1805,2,792,189057,6,2,,,,,,,,,,,,
3,18,1805,2,792,189058,1,1,1,1,,1,0,0,0,0,1,0,0,
3,18,1805,2,792,189058,2,1,1,2,,1,0,0,0,0,1,0,0,
3,18,1805,2,792,189058,3,2,,,,,,,,,,,,
3,18,1805,2,792,189058,4,2,,,,,,,,,,,,
3,18,1805,2,792,189058,5,2,,,,,,,,,,,,
3,18,1805,2,792,189058,6,2,,,,,,,,,,,,
3,18,1805,2,792,189060,1,1,1,1,,2,,,,,,,,
3,18,1805,2,792,189060,2,1,2,,,2,,,,,,,,
3,18,1805,2,792,189060,3,1,2,,,2,,,,,,,,
3,18,1805,2,792,189060,4,2,,,,,,,,,,,,
3,18,1805,2,792,189060,5,1,2,,,2,,,,,,,,
3,18,1805,2,792,189060,6,2,,,,,,,,,,,,
3,18,1805,2,792,189060,7,2,,,,,,,,,,,,
3,18,1807,2,1754,189062,1,1,1,1,,2,,,,,,,,
3,18,1807,2,1754,189062,2,1,1,2,,2,,,,,,,,
3,18,1807,2,1754,189062,3,1,2,,,2,,,,,,,,
3,18,1807,2,1754,189062,4,1,1,2,,2,,,,,,,,
3,18,1807,2,1754,189062,5,1,1,1,,2,,,,,,,,
3,18,1807,2,1754,189062,6,1,2,,,2,,,,,,,,
3,18,1807,2,1754,189062,7,1,2,,,2,,,,,,,,
3,18,1807,2,1754,189062,8,1,2,,,2,,,,,,,,
3,18,1807,2,1754,189062,9,2,,,,,,,,,,,,
3,18,1807,2,1754,189062,10,2,,,,,,,,,,,,
3,18,1807,2,1754,189062,11,2,,,,,,,,,,,,
3,18,1807,2,1754,189062,12,2,,,,,,,,,,,,
3,18,1807,2,1754,189064,1,1,1,1,,2,,,,,,,,
3,18,1807,2,1754,189064,2,1,1,2,,2,,,,,,,,
3,18,1807,2,1754,189064,3,1,1,1,,1,0,0,0,0,1,0,0,
3,18,1807,2,1754,189064,4,1,1,1,,2,,,,,,,,
3,18,1807,2,1754,189064,5,1,2,,,2,,,,,,,,
3,18,1807,2,1754,189064,6,1,2,,,2,,,,,,,,
3,18,1807,2,1754,189064,7,1,2,,,2,,,,,,,,
3,18,1807,2,1754,189064,8,1,2,,,2,,,,,,,,
3,18,1807,2,1754,189064,9,2,,,,,,,,,,,,
3,18,1807,2,1754,189064,10,2,,,,,,,,,,,,
3,18,1807,2,1754,189064,11,2,,,,,,,,,,,,
3,18,1807,2,1754,189064,12,2,,,,,,,,,,,,
3,18,1807,2,1754,189064,13,1,2,,,2,,,,,,,,
3,18,1807,2,1754,189065,1,1,1,2,,2,,,,,,,,
3,18,1807,2,1754,189065,2,1,2,,,2,,,,,,,,
3,18,1807,2,1754,189065,3,1,2,,,2,,,,,,,,
3,18,1807,2,1754,189065,4,1,2,,,2,,,,,,,,
3,18,1807,2,1754,189065,5,1,2,,,2,,,,,,,,
3,18,1807,2,1754,189066,1,1,1,1,,2,,,,,,,,
3,18,1807,2,1754,189066,2,1,2,,,2,,,,,,,,
3,18,1807,2,1754,189066,3,2,,,,,,,,,,,,
3,18,1807,2,1754,189066,4,2,,,,,,,,,,,,
3,18,1807,2,1754,189067,1,1,1,1,,2,,,,,,,,
3,18,1807,2,1754,189067,2,1,2,,,2,,,,,,,,
3,18,1807,2,1754,189067,3,1,1,1,,2,,,,,,,,
3,18,1807,2,1754,189067,4,1,1,1,,1,1,0,0,0,0,0,0,
3,18,1807,2,1754,189067,5,1,2,,,2,,,,,,,,
3,18,1807,2,1754,189067,6,1,2,,,2,,,,,,,,
3,18,1807,2,1754,189067,7,1,2,,,2,,,,,,,,
3,18,1807,2,1754,189068,1,1,2,,,2,,,,,,,,
3,18,1807,2,1754,189068,2,1,2,,,2,,,,,,,,
3,18,1807,2,1754,189068,3,1,1,1,,2,,,,,,,,
3,18,1807,2,1754,189068,4,1,1,1,,2,,,,,,,,
3,18,1807,2,1754,189068,5,1,2,,,2,,,,,,,,
3,18,1807,2,1754,189068,6,1,1,1,,2,,,,,,,,
3,18,1807,2,1754,189068,7,1,2,,,2,,,,,,,,
3,18,1807,2,1754,189068,8,2,,,,,,,,,,,,
3,18,1807,2,1754,189068,9,2,,,,,,,,,,,,
3,18,1807,2,1754,189068,10,2,,,,,,,,,,,,
3,18,1807,2,1754,189069,1,1,1,1,,2,,,,,,,,
3,18,1807,2,1754,189069,2,1,1,1,,2,,,,,,,,
3,18,1807,2,1754,189069,3,1,2,,,2,,,,,,,,
3,18,1807,2,1754,189069,4,1,2,,,2,,,,,,,,
3,18,1807,2,1754,189069,5,1,1,1,,2,,,,,,,,
3,18,1807,2,1754,189069,6,1,2,,,2,,,,,,,,
3,18,1807,2,1754,189069,7,1,2,,,2,,,,,,,,
3,18,1807,2,1754,189069,8,2,,,,,,,,,,,,
3,18,1807,2,1754,189069,9,2,,,,,,,,,,,,
3,18,1807,2,1754,189069,10,2,,,,,,,,,,,,
3,18,1807,2,1754,189069,11,2,,,,,,,,,,,,
3,18,1807,2,1754,189070,1,1,1,1,,1,1,0,0,0,0,0,0,
3,18,1807,2,1754,189070,2,1,1,1,,1,1,0,0,0,0,0,0,
3,18,1807,2,1754,189070,3,1,1,1,,2,,,,,,,,
3,18,1807,2,1754,189070,4,1,1,1,,1,1,0,0,0,0,0,0,
3,18,1807,2,1754,189070,5,1,2,,,2,,,,,,,,
3,18,1807,2,1754,189070,6,1,2,,,2,,,,,,,,
3,18,1807,2,1754,189070,7,2,,,,,,,,,,,,
3,18,1807,2,1754,189070,8,2,,,,,,,,,,,,
3,18,1807,2,1754,189070,9,1,2,,,2,,,,,,,,
3,18,1807,2,1754,189070,10,1,2,,,2,,,,,,,,
3,18,1807,2,1754,189070,11,1,2,,,2,,,,,,,,
3,18,1807,2,1754,189070,12,2,,,,,,,,,,,,
3,18,1807,2,1754,189070,13,2,,,,,,,,,,,,
3,18,1807,2,1754,189071,1,1,2,,,2,,,,,,,,
3,18,1807,2,1754,189071,2,1,2,,,2,,,,,,,,
3,18,1807,2,1754,189071,3,2,,,,,,,,,,,,
3,18,1807,2,1754,189071,4,2,,,,,,,,,,,,
3,18,1807,2,1754,189072,1,1,1,1,,2,,,,,,,,
3,18,1807,2,1754,189072,2,1,1,2,,2,,,,,,,,
